Source,Main Measure,Detailed Measure,Region,Age,Race,Gender,Units,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
OFM 2022,Population,Total Population,King County,Ages 75-79,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.394,24.9345,26.475,28.44,30.404,32.369,33.889,35.409,36.93,38.45,39.97,41.194,42.419,43.643,44.868,46.092,46.725,47.358,47.99,48.623,49.256,49.54,49.824,50.107,50.391,50.675,50.967,51.259,51.55,51.842,52.134,,,,,,,,,,
OFM 2022,Population,Total Population,King County,Ages 80-84,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.456,14.0605,14.665,15.921,17.177,18.433,20.07,21.707,23.343,24.98,26.617,27.956,29.295,30.635,31.974,33.313,34.43,35.547,36.665,37.782,38.899,39.543,40.188,40.832,41.477,42.121,42.465,42.809,43.153,43.497,43.841,,,,,,,,,,
OFM 2022,Population,Total Population,King County,Ages 85+,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.376,12.186,11.996,12.575,13.153,13.732,14.929,16.126,17.324,18.521,19.718,21.613,23.507,25.402,27.296,29.191,31.419,33.647,35.875,38.103,40.331,42.692,45.053,47.414,49.775,52.136,54.33,56.524,58.718,60.912,63.106,,,,,,,,,,
OFM 2022,Population,Total Population,King County,All Ages (0-100),All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1142.988,1155.706,1168.424,1177.985,1187.547,1197.108,1208.327,1219.547,1230.766,1241.986,1253.205,1263.897,1274.589,1285.282,1295.974,1306.666,1316.915,1327.164,1337.414,1347.663,1357.912,1367.745,1377.579,1387.412,1397.246,1407.079,1416.532,1425.986,1435.439,1444.893,1454.346,,,,,,,,,,
OFM 2022,Population,Total Population,King County,Ages 0-4,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.442,60.7095,59.977,58.497,57.016,55.536,55.854,56.171,56.489,56.806,57.124,57.347,57.57,57.793,58.016,58.239,58.93,59.622,60.313,61.005,61.696,62.468,63.24,64.011,64.783,65.555,65.89,66.224,66.559,66.893,67.228,,,,,,,,,,
OFM 2022,Population,Total Population,King County,Ages 5-9,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.385,63.8465,64.308,63.837,63.365,62.894,61.586,60.278,58.97,57.662,56.354,56.671,56.988,57.306,57.623,57.94,58.165,58.389,58.614,58.838,59.063,59.786,60.509,61.232,61.955,62.678,63.485,64.293,65.1,65.908,66.715,,,,,,,,,,
OFM 2022,Population,Total Population,King County,Ages 10-14,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.316,63.791,64.266,63.844,63.423,63.001,62.78,62.559,62.337,62.116,61.895,60.574,59.253,57.932,56.611,55.29,55.591,55.892,56.194,56.495,56.796,57.03,57.265,57.499,57.734,57.968,58.7,59.432,60.165,60.897,61.629,,,,,,,,,,
OFM 2022,Population,Total Population,King County,Ages 15-19,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.275,62.595,64.915,66.798,68.68,70.563,70.465,70.368,70.27,70.173,70.075,69.832,69.588,69.345,69.101,68.858,67.514,66.169,64.825,63.48,62.136,62.535,62.935,63.334,63.734,64.133,64.456,64.779,65.103,65.426,65.749,,,,,,,,,,
OFM 2022,Population,Total Population,King County,Ages 20-24,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.232,67.2735,66.315,69.275,72.234,75.194,77.874,80.553,83.233,85.912,88.592,88.623,88.654,88.686,88.717,88.748,88.472,88.196,87.921,87.645,87.369,85.69,84.011,82.333,80.654,78.975,79.569,80.163,80.757,81.351,81.945,,,,,,,,,,
OFM 2022,Population,Total Population,King County,Ages 25-29,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.691,97.837,96.983,90.901,84.82,78.738,80.636,82.535,84.433,86.332,88.23,91.45,94.669,97.889,101.108,104.328,104.368,104.408,104.449,104.489,104.529,104.217,103.905,103.594,103.282,102.97,101.06,99.15,97.241,95.331,93.421,,,,,,,,,,
OFM 2022,Population,Total Population,King County,Ages 30-34,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.449,102.349,104.249,104.313,104.377,104.441,99.998,95.556,91.113,86.671,82.228,84.264,86.301,88.337,90.374,92.41,95.737,99.065,102.392,105.72,109.047,109.096,109.146,109.195,109.245,109.294,109.023,108.753,108.482,108.212,107.941,,,,,,,,,,
OFM 2022,Population,Total Population,King County,Ages 35-39,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.314,93.3785,95.443,97.222,99.001,100.78,101.383,101.986,102.59,103.193,103.796,99.281,94.766,90.25,85.735,81.22,83.287,85.354,87.42,89.487,91.554,94.929,98.304,101.679,105.054,108.429,108.502,108.576,108.649,108.723,108.796,,,,,,,,,,
OFM 2022,Population,Total Population,King County,Ages 40-44,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.835,80.2075,82.58,85.282,87.984,90.686,92.464,94.243,96.021,97.8,99.578,100.116,100.653,101.191,101.728,102.266,97.761,93.256,88.752,84.247,79.742,81.852,83.962,86.071,88.181,90.291,93.677,97.064,100.45,103.837,107.223,,,,,,,,,,
OFM 2022,Population,Total Population,King County,Ages 45-49,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.148,73.4065,73.665,74.676,75.687,76.698,79.155,81.612,84.07,86.527,88.984,90.707,92.43,94.153,95.876,97.599,98.106,98.614,99.121,99.629,100.136,95.695,91.254,86.814,82.373,77.932,80.071,82.211,84.35,86.49,88.629,,,,,,,,,,
OFM 2022,Population,Total Population,King County,Ages 50-54,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.513,69.38,69.247,70.057,70.868,71.678,72.317,72.956,73.596,74.235,74.874,77.251,79.627,82.004,84.38,86.757,88.457,90.156,91.856,93.555,95.255,95.76,96.264,96.769,97.273,97.778,93.408,89.038,84.667,80.297,75.927,,,,,,,,,,
OFM 2022,Population,Total Population,King County,Ages 55-59,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.927,67.459,66.991,67.113,67.236,67.358,67.773,68.188,68.604,69.019,69.434,70.042,70.649,71.257,71.864,72.472,74.787,77.102,79.418,81.733,84.048,85.725,87.402,89.08,90.757,92.434,92.925,93.416,93.907,94.398,94.889,,,,,,,,,,
OFM 2022,Population,Total Population,King County,Ages 60-64,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.159,63.43,63.701,64.076,64.45,64.825,64.742,64.659,64.577,64.494,64.411,64.807,65.203,65.6,65.996,66.392,66.967,67.543,68.118,68.694,69.269,71.514,73.759,76.004,78.249,80.494,82.142,83.791,85.439,87.088,88.736,,,,,,,,,,
OFM 2022,Population,Total Population,King County,Ages 65-69,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.556,55.319,56.082,57.323,58.564,59.805,60.155,60.505,60.856,61.206,61.556,61.492,61.428,61.363,61.299,61.235,61.614,61.993,62.373,62.752,63.131,63.695,64.259,64.822,65.386,65.95,68.124,70.297,72.471,74.644,76.818,,,,,,,,,,
OFM 2022,Population,Total Population,King County,Ages 70-74,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.566,44.933,46.3,47.885,49.471,51.056,52.03,53.003,53.977,54.95,55.924,56.259,56.594,56.93,57.265,57.6,57.581,57.562,57.542,57.523,57.504,57.879,58.254,58.629,59.004,59.379,59.924,60.469,61.013,61.558,62.103,,,,,,,,,,
OFM 2022,Population,Total Population,King County,Ages 75-79,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.579,30.474,32.369,34.79,37.212,39.633,41.055,42.477,43.898,45.32,46.742,47.661,48.581,49.5,50.42,51.339,51.693,52.047,52.401,52.755,53.109,53.152,53.196,53.239,53.283,53.326,53.69,54.054,54.419,54.783,55.147,,,,,,,,,,
OFM 2022,Population,Total Population,King County,Ages 80-84,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.395,19.0555,19.716,21.185,22.655,24.124,26.123,28.122,30.122,32.121,34.12,35.377,36.634,37.891,39.148,40.405,41.28,42.154,43.029,43.903,44.778,45.155,45.532,45.91,46.287,46.664,46.784,46.904,47.025,47.145,47.265,,,,,,,,,,
OFM 2022,Population,Total Population,King County,Ages 85+,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.905,22.538,22.171,22.653,23.135,23.617,24.945,26.273,27.601,28.929,30.257,32.546,34.836,37.125,39.415,41.704,44.119,46.533,48.948,51.362,53.777,56.066,58.356,60.645,62.935,65.224,67.113,69.002,70.89,72.779,74.668,,,,,,,,,,
OFM 2022,Population,Total Population,King County,All Ages (0-100),All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1126.687,1137.9815,1149.276,1159.726,1170.177,1180.627,1191.336,1202.046,1212.755,1223.465,1234.174,1244.3,1254.425,1264.551,1274.676,1284.802,1294.429,1304.057,1313.684,1323.312,1332.939,1342.246,1351.553,1360.86,1370.167,1379.474,1388.545,1397.616,1406.687,1415.758,1424.829,,,,,,,,,,
OFM 2022,Population,Total Population,Kitsap County,Ages 0-4,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.314,15.255,15.196,15.672,16.149,16.625,16.672,16.719,16.765,16.812,16.859,17.03,17.201,17.371,17.542,17.713,17.919,18.126,18.332,18.539,18.745,18.966,19.187,19.407,19.628,19.849,20.048,20.247,20.446,20.645,20.844,,,,,,,,,,
OFM 2022,Population,Total Population,Kitsap County,Ages 5-9,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.743,15.8015,15.86,15.95,16.04,16.13,16.402,16.674,16.945,17.217,17.489,17.553,17.617,17.68,17.744,17.808,17.994,18.179,18.365,18.55,18.736,18.945,19.154,19.363,19.572,19.781,19.984,20.186,20.389,20.591,20.794,,,,,,,,,,
OFM 2022,Population,Total Population,Kitsap County,Ages 10-14,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.56,15.6805,15.801,16.007,16.214,16.42,16.51,16.601,16.691,16.782,16.872,17.174,17.476,17.778,18.08,18.382,18.451,18.52,18.588,18.657,18.726,18.911,19.096,19.281,19.466,19.651,19.839,20.027,20.216,20.404,20.592,,,,,,,,,,
OFM 2022,Population,Total Population,Kitsap County,Ages 15-19,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.154,14.93,14.706,14.967,15.227,15.488,15.672,15.856,16.04,16.224,16.408,16.506,16.604,16.702,16.8,16.898,17.182,17.465,17.749,18.032,18.316,18.381,18.447,18.512,18.578,18.643,18.797,18.951,19.104,19.258,19.412,,,,,,,,,,
OFM 2022,Population,Total Population,Kitsap County,Ages 20-24,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.402,19.362,19.322,19.265,19.207,19.15,19.151,19.153,19.154,19.156,19.157,19.318,19.479,19.641,19.802,19.963,20.038,20.113,20.188,20.263,20.338,20.611,20.885,21.158,21.432,21.705,21.789,21.873,21.956,22.04,22.124,,,,,,,,,,
OFM 2022,Population,Total Population,Kitsap County,Ages 25-29,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.151,19.203,19.255,19.21,19.165,19.12,18.938,18.756,18.575,18.393,18.211,18.196,18.181,18.167,18.152,18.137,18.323,18.508,18.694,18.879,19.065,19.147,19.23,19.312,19.395,19.477,19.788,20.1,20.411,20.723,21.034,,,,,,,,,,
OFM 2022,Population,Total Population,Kitsap County,Ages 30-34,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.182,18.255,18.328,17.948,17.568,17.188,17.18,17.172,17.165,17.157,17.149,16.903,16.657,16.412,16.166,15.92,15.95,15.98,16.011,16.041,16.071,16.276,16.481,16.686,16.891,17.096,17.15,17.203,17.257,17.31,17.364,,,,,,,,,,
OFM 2022,Population,Total Population,Kitsap County,Ages 35-39,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.718,17.9835,18.249,18.407,18.565,18.723,18.535,18.347,18.159,17.971,17.783,17.787,17.791,17.796,17.8,17.804,17.558,17.312,17.067,16.821,16.575,16.606,16.636,16.667,16.697,16.728,16.906,17.084,17.262,17.44,17.618,,,,,,,,,,
OFM 2022,Population,Total Population,Kitsap County,Ages 40-44,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.603,16.124,16.645,17.077,17.508,17.94,18.171,18.402,18.634,18.865,19.096,18.913,18.73,18.548,18.365,18.182,18.182,18.182,18.182,18.182,18.182,17.929,17.676,17.422,17.169,16.916,16.929,16.942,16.955,16.968,16.981,,,,,,,,,,
OFM 2022,Population,Total Population,Kitsap County,Ages 45-49,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.061,15.118,15.175,15.339,15.502,15.666,16.16,16.654,17.149,17.643,18.137,18.388,18.638,18.889,19.139,19.39,19.206,19.022,18.837,18.653,18.469,18.452,18.435,18.418,18.401,18.384,18.114,17.844,17.573,17.303,17.033,,,,,,,,,,
OFM 2022,Population,Total Population,Kitsap County,Ages 50-54,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.58,16.3185,16.057,15.709,15.36,15.012,15.157,15.302,15.447,15.592,15.737,16.25,16.762,17.275,17.787,18.3,18.558,18.816,19.075,19.333,19.591,19.389,19.188,18.986,18.785,18.583,18.549,18.516,18.482,18.449,18.415,,,,,,,,,,
OFM 2022,Population,Total Population,Kitsap County,Ages 55-59,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.3,18.8865,18.473,17.755,17.038,16.32,16.036,15.753,15.469,15.186,14.902,15.061,15.22,15.38,15.539,15.698,16.213,16.728,17.244,17.759,18.274,18.528,18.781,19.035,19.288,19.542,19.325,19.108,18.89,18.673,18.456,,,,,,,,,,
OFM 2022,Population,Total Population,Kitsap County,Ages 60-64,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.771,19.948,20.125,19.748,19.371,18.994,18.439,17.884,17.328,16.773,16.218,15.958,15.697,15.437,15.176,14.916,15.083,15.25,15.417,15.584,15.751,16.267,16.783,17.298,17.814,18.33,18.578,18.826,19.075,19.323,19.571,,,,,,,,,,
OFM 2022,Population,Total Population,Kitsap County,Ages 65-69,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.636,18.0045,18.373,18.762,19.15,19.539,19.433,19.327,19.22,19.114,19.008,18.469,17.93,17.391,16.852,16.313,16.059,15.806,15.552,15.299,15.045,15.22,15.396,15.571,15.747,15.922,16.439,16.955,17.472,17.988,18.505,,,,,,,,,,
OFM 2022,Population,Total Population,Kitsap County,Ages 70-74,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.712,15.1315,15.551,16.005,16.459,16.913,17.374,17.835,18.296,18.757,19.218,19.128,19.037,18.947,18.856,18.766,18.234,17.702,17.17,16.638,16.106,15.868,15.63,15.392,15.154,14.916,15.096,15.276,15.457,15.637,15.817,,,,,,,,,,
OFM 2022,Population,Total Population,Kitsap County,Ages 75-79,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.633,10.446,11.259,11.864,12.47,13.075,13.561,14.047,14.533,15.019,15.505,15.967,16.429,16.891,17.353,17.815,17.728,17.641,17.554,17.467,17.38,16.881,16.382,15.884,15.385,14.886,14.681,14.475,14.27,14.064,13.859,,,,,,,,,,
OFM 2022,Population,Total Population,Kitsap County,Ages 80-84,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.516,5.9915,6.467,6.915,7.362,7.81,8.461,9.111,9.762,10.412,11.063,11.503,11.943,12.383,12.823,13.263,13.688,14.114,14.539,14.965,15.39,15.313,15.235,15.158,15.08,15.003,14.569,14.135,13.701,13.267,12.833,,,,,,,,,,
OFM 2022,Population,Total Population,Kitsap County,Ages 85+,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.575,5.816,6.057,6.08,6.104,6.127,6.66,7.193,7.727,8.26,8.793,9.59,10.387,11.184,11.981,12.778,13.609,14.44,15.27,16.101,16.932,17.808,18.684,19.559,20.435,21.311,21.851,22.392,22.932,23.473,24.013,,,,,,,,,,
OFM 2022,Population,Total Population,Kitsap County,All Ages (0-100),All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.611,278.2555,280.9,282.68,284.46,286.24,288.513,290.786,293.059,295.332,297.605,299.693,301.781,303.87,305.958,308.046,309.975,311.904,313.834,315.763,317.692,319.498,321.304,323.111,324.917,326.723,328.431,330.14,331.848,333.557,335.265,,,,,,,,,,
OFM 2022,Population,Total Population,Kitsap County,Ages 0-4,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.929,7.9,7.871,8.077,8.284,8.49,8.513,8.536,8.559,8.582,8.605,8.694,8.783,8.872,8.961,9.05,9.156,9.262,9.367,9.473,9.579,9.692,9.805,9.918,10.031,10.144,10.247,10.35,10.452,10.555,10.658,,,,,,,,,,
OFM 2022,Population,Total Population,Kitsap County,Ages 5-9,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.027,8.07,8.113,8.187,8.261,8.335,8.453,8.571,8.688,8.806,8.924,8.958,8.992,9.026,9.06,9.094,9.19,9.286,9.382,9.478,9.574,9.681,9.788,9.895,10.002,10.109,10.213,10.317,10.422,10.526,10.63,,,,,,,,,,
OFM 2022,Population,Total Population,Kitsap County,Ages 10-14,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.946,8.0115,8.077,8.171,8.265,8.359,8.432,8.505,8.579,8.652,8.725,8.857,8.989,9.122,9.254,9.386,9.422,9.459,9.495,9.532,9.568,9.663,9.758,9.852,9.947,10.042,10.14,10.237,10.335,10.432,10.53,,,,,,,,,,
OFM 2022,Population,Total Population,Kitsap County,Ages 15-19,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.919,7.748,7.577,7.728,7.88,8.031,8.123,8.216,8.308,8.401,8.493,8.569,8.645,8.722,8.798,8.874,9.002,9.129,9.257,9.384,9.512,9.547,9.582,9.616,9.651,9.686,9.765,9.843,9.922,10,10.079,,,,,,,,,,
OFM 2022,Population,Total Population,Kitsap County,Ages 20-24,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.87,11.926,11.982,11.591,11.199,10.808,10.799,10.79,10.782,10.773,10.764,10.842,10.92,10.999,11.077,11.155,11.212,11.269,11.327,11.384,11.441,11.563,11.684,11.806,11.927,12.049,12.102,12.154,12.207,12.259,12.312,,,,,,,,,,
OFM 2022,Population,Total Population,Kitsap County,Ages 25-29,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.557,10.774,10.991,11.142,11.294,11.445,11.121,10.797,10.474,10.15,9.826,9.81,9.794,9.777,9.761,9.745,9.836,9.927,10.017,10.108,10.199,10.265,10.33,10.396,10.461,10.527,10.667,10.806,10.946,11.085,11.225,,,,,,,,,,
OFM 2022,Population,Total Population,Kitsap County,Ages 30-34,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.697,9.6165,9.536,9.382,9.227,9.073,9.261,9.449,9.638,9.826,10.014,9.629,9.244,8.86,8.475,8.09,8.101,8.112,8.124,8.135,8.146,8.251,8.356,8.46,8.565,8.67,8.725,8.779,8.834,8.888,8.943,,,,,,,,,,
OFM 2022,Population,Total Population,Kitsap County,Ages 35-39,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.233,9.313,9.393,9.58,9.767,9.954,9.837,9.719,9.602,9.484,9.367,9.572,9.778,9.983,10.189,10.394,9.995,9.597,9.198,8.8,8.401,8.413,8.425,8.438,8.45,8.462,8.551,8.64,8.73,8.819,8.908,,,,,,,,,,
OFM 2022,Population,Total Population,Kitsap County,Ages 40-44,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.784,8.0415,8.299,8.633,8.967,9.301,9.464,9.627,9.789,9.952,10.115,10.002,9.889,9.776,9.663,9.55,9.758,9.967,10.175,10.384,10.592,10.181,9.77,9.359,8.948,8.537,8.541,8.546,8.55,8.555,8.559,,,,,,,,,,
OFM 2022,Population,Total Population,Kitsap County,Ages 45-49,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.501,7.4635,7.426,7.546,7.666,7.786,8.107,8.429,8.75,9.072,9.393,9.569,9.745,9.922,10.098,10.274,10.157,10.041,9.924,9.808,9.691,9.894,10.097,10.299,10.502,10.705,10.283,9.861,9.438,9.016,8.594,,,,,,,,,,
OFM 2022,Population,Total Population,Kitsap County,Ages 50-54,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.098,7.977,7.856,7.715,7.575,7.434,7.505,7.577,7.648,7.72,7.791,8.125,8.459,8.793,9.127,9.461,9.641,9.82,10,10.179,10.359,10.233,10.107,9.981,9.855,9.729,9.926,10.123,10.32,10.517,10.714,,,,,,,,,,
OFM 2022,Population,Total Population,Kitsap County,Ages 55-59,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.464,9.2575,9.051,8.657,8.263,7.869,7.758,7.646,7.535,7.423,7.312,7.393,7.474,7.555,7.636,7.717,8.049,8.381,8.713,9.045,9.377,9.555,9.734,9.912,10.091,10.269,10.133,9.997,9.862,9.726,9.59,,,,,,,,,,
OFM 2022,Population,Total Population,Kitsap County,Ages 60-64,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.56,9.6355,9.711,9.534,9.356,9.179,8.889,8.599,8.31,8.02,7.73,7.634,7.538,7.442,7.346,7.25,7.335,7.421,7.506,7.592,7.677,8.011,8.345,8.68,9.014,9.348,9.522,9.696,9.869,10.043,10.217,,,,,,,,,,
OFM 2022,Population,Total Population,Kitsap County,Ages 65-69,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.433,8.5985,8.764,8.927,9.091,9.254,9.212,9.171,9.129,9.088,9.046,8.77,8.493,8.217,7.94,7.664,7.577,7.49,7.403,7.316,7.229,7.319,7.409,7.498,7.588,7.678,8.014,8.349,8.685,9.02,9.356,,,,,,,,,,
OFM 2022,Population,Total Population,Kitsap County,Ages 70-74,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.951,7.0995,7.248,7.485,7.722,7.959,8.17,8.382,8.593,8.805,9.016,8.986,8.956,8.926,8.896,8.866,8.593,8.32,8.046,7.773,7.5,7.426,7.351,7.277,7.202,7.128,7.223,7.317,7.412,7.506,7.601,,,,,,,,,,
OFM 2022,Population,Total Population,Kitsap County,Ages 75-79,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.57,4.899,5.228,5.495,5.762,6.029,6.264,6.499,6.734,6.969,7.204,7.416,7.628,7.841,8.053,8.265,8.239,8.214,8.188,8.163,8.137,7.88,7.623,7.367,7.11,6.853,6.801,6.749,6.696,6.644,6.592,,,,,,,,,,
OFM 2022,Population,Total Population,Kitsap County,Ages 80-84,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.535,2.726,2.917,3.136,3.356,3.575,3.857,4.138,4.42,4.701,4.983,5.196,5.41,5.623,5.837,6.05,6.244,6.438,6.632,6.826,7.02,7.001,6.982,6.963,6.944,6.925,6.7,6.476,6.251,6.027,5.802,,,,,,,,,,
OFM 2022,Population,Total Population,Kitsap County,Ages 85+,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.076,2.195,2.314,2.357,2.401,2.444,2.701,2.959,3.216,3.474,3.731,4.089,4.447,4.804,5.162,5.52,5.909,6.298,6.688,7.077,7.466,7.877,8.288,8.7,9.111,9.522,9.795,10.069,10.342,10.616,10.889,,,,,,,,,,
OFM 2022,Population,Total Population,Kitsap County,All Ages (0-100),All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.149,141.251,142.353,143.344,144.334,145.325,146.468,147.611,148.753,149.896,151.039,152.112,153.185,154.259,155.332,156.405,157.418,158.43,159.443,160.455,161.468,162.451,163.434,164.417,165.4,166.383,167.346,168.309,169.273,170.236,171.199,,,,,,,,,,
OFM 2022,Population,Total Population,Kitsap County,Ages 0-4,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.385,7.355,7.325,7.595,7.865,8.135,8.159,8.183,8.206,8.23,8.254,8.336,8.418,8.499,8.581,8.663,8.764,8.864,8.965,9.065,9.166,9.274,9.382,9.489,9.597,9.705,9.801,9.897,9.994,10.09,10.186,,,,,,,,,,
OFM 2022,Population,Total Population,Kitsap County,Ages 5-9,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.716,7.731,7.746,7.762,7.779,7.795,7.949,8.103,8.257,8.411,8.565,8.595,8.625,8.654,8.684,8.714,8.804,8.893,8.983,9.072,9.162,9.264,9.366,9.468,9.57,9.672,9.77,9.869,9.967,10.066,10.164,,,,,,,,,,
