Source,Main Measure,Detailed Measure,Region,Age,Race,Gender,Units,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
OFM 2022,Population,Total Population,Snohomish County,Ages 70-74,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.194,18.0095,18.825,19.665,20.505,21.345,22.158,22.972,23.785,24.599,25.412,25.681,25.951,26.22,26.49,26.759,26.488,26.217,25.945,25.674,25.403,25.482,25.561,25.639,25.718,25.797,26.201,26.604,27.008,27.411,27.815,,,,,,,,,,
OFM 2022,Population,Total Population,Snohomish County,Ages 75-79,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.927,11.805,12.683,13.648,14.613,15.578,16.416,17.253,18.091,18.928,19.766,20.554,21.342,22.13,22.918,23.706,23.964,24.222,24.479,24.737,24.995,24.747,24.5,24.252,24.005,23.757,23.844,23.931,24.017,24.104,24.191,,,,,,,,,,
OFM 2022,Population,Total Population,Snohomish County,Ages 80-84,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.949,7.2455,7.542,8.096,8.651,9.205,10.079,10.953,11.828,12.702,13.576,14.339,15.102,15.865,16.628,17.391,18.117,18.843,19.568,20.294,21.02,21.254,21.488,21.723,21.957,22.191,21.984,21.777,21.57,21.363,21.156,,,,,,,,,,
OFM 2022,Population,Total Population,Snohomish County,Ages 85+,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.806,7.811,7.816,8.056,8.295,8.535,9.113,9.692,10.27,10.849,11.427,12.438,13.448,14.459,15.469,16.48,17.685,18.891,20.096,21.302,22.507,23.856,25.205,26.553,27.902,29.251,30.348,31.446,32.543,33.641,34.738,,,,,,,,,,
OFM 2022,Population,Total Population,Snohomish County,All Ages (0-100),All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.518,416.2945,421.071,426.626,432.182,437.737,443.035,448.333,453.631,458.929,464.227,469.355,474.483,479.611,484.739,489.867,494.858,499.849,504.839,509.83,514.821,519.705,524.589,529.473,534.357,539.241,544.015,548.788,553.562,558.335,563.109,,,,,,,,,,
OFM 2022,Population,Total Population,Region,Ages 0-4,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.54,247.4595,245.379,241.545,237.71,233.876,234.962,236.048,237.133,238.219,239.305,240.271,241.236,242.202,243.167,244.133,246.769,249.405,252.041,254.677,257.313,260.263,263.213,266.163,269.113,272.063,273.695,275.326,276.958,278.589,280.221,,,,,,,,,,
OFM 2022,Population,Total Population,Region,Ages 5-9,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.588,259.853,261.118,261.291,261.463,261.636,258.119,254.602,251.086,247.569,244.052,245.273,246.493,247.714,248.934,250.155,251.202,252.249,253.295,254.342,255.389,258.145,260.9,263.656,266.411,269.167,272.243,275.319,278.396,281.472,284.548,,,,,,,,,,
OFM 2022,Population,Total Population,Region,Ages 10-14,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.729,261.918,264.107,264.908,265.709,266.51,266.942,267.375,267.807,268.24,268.672,265.155,261.638,258.122,254.605,251.088,252.349,253.609,254.87,256.13,257.391,258.46,259.529,260.598,261.667,262.736,265.57,268.404,271.238,274.072,276.906,,,,,,,,,,
OFM 2022,Population,Total Population,Region,Ages 15-19,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.923,244.805,250.687,257.063,263.438,269.814,271.129,272.444,273.758,275.073,276.388,276.858,277.328,277.797,278.267,278.737,275.198,271.659,268.121,264.582,261.043,262.458,263.873,265.288,266.703,268.118,269.329,270.54,271.752,272.963,274.174,,,,,,,,,,
OFM 2022,Population,Total Population,Region,Ages 20-24,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.322,260.6905,258.059,261.008,263.958,266.907,273.854,280.802,287.749,294.697,301.644,303.207,304.77,306.334,307.897,309.46,309.814,310.168,310.522,310.876,311.23,307.222,303.214,299.207,295.199,291.191,293.015,294.839,296.663,298.487,300.311,,,,,,,,,,
OFM 2022,Population,Total Population,Region,Ages 25-29,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.215,344.5265,341.838,327.699,313.56,299.421,300.602,301.783,302.964,304.145,305.326,313.291,321.256,329.222,337.187,345.152,346.868,348.585,350.301,352.018,353.734,354.103,354.472,354.84,355.209,355.578,351.038,346.498,341.958,337.418,332.878,,,,,,,,,,
OFM 2022,Population,Total Population,Region,Ages 30-34,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.296,364.046,369.796,369.745,369.694,369.643,359.063,348.482,337.902,327.321,316.741,318.202,319.663,321.123,322.584,324.045,332.511,340.977,349.444,357.91,366.376,368.214,370.052,371.891,373.729,375.567,376.049,376.531,377.012,377.494,377.976,,,,,,,,,,
OFM 2022,Population,Total Population,Region,Ages 35-39,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.414,346.049,352.684,357.93,363.177,368.423,370.407,372.392,374.376,376.361,378.345,367.607,356.868,346.13,335.391,324.653,326.159,327.665,329.172,330.678,332.184,340.915,349.646,358.377,367.108,375.839,377.782,379.725,381.667,383.61,385.553,,,,,,,,,,
OFM 2022,Population,Total Population,Region,Ages 40-44,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.494,301.137,310.78,321.697,332.613,343.53,349.285,355.039,360.794,366.548,372.303,374.328,376.353,378.377,380.402,382.427,371.603,360.778,349.954,339.129,328.305,329.834,331.364,332.893,334.423,335.952,344.839,353.726,362.613,371.5,380.387,,,,,,,,,,
OFM 2022,Population,Total Population,Region,Ages 45-49,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.46,275.9685,277.477,282.293,287.108,291.924,302.374,312.824,323.273,333.723,344.173,350.005,355.838,361.67,367.503,373.335,375.351,377.366,379.382,381.397,383.413,372.582,361.751,350.921,340.09,329.259,330.821,332.383,333.946,335.508,337.07,,,,,,,,,,
OFM 2022,Population,Total Population,Region,Ages 50-54,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.403,269.9835,268.564,269.76,270.955,272.151,275.706,279.261,282.817,286.372,289.927,300.401,310.874,321.348,331.821,342.295,348.148,354.001,359.855,365.708,371.561,373.566,375.571,377.576,379.581,381.586,370.833,360.08,349.327,338.574,327.821,,,,,,,,,,
OFM 2022,Population,Total Population,Region,Ages 55-59,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.641,272.0585,269.476,267.755,266.033,264.312,264.681,265.05,265.418,265.787,266.156,269.743,273.331,276.918,280.506,284.093,294.467,304.841,315.214,325.588,335.962,341.772,347.582,353.391,359.201,365.011,366.977,368.943,370.908,372.874,374.84,,,,,,,,,,
OFM 2022,Population,Total Population,Region,Ages 60-64,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.828,257.984,260.14,261.065,261.989,262.914,261.272,259.63,257.989,256.347,254.705,255.172,255.639,256.107,256.574,257.041,260.611,264.18,267.75,271.319,274.889,285.071,295.253,305.436,315.618,325.8,331.539,337.279,343.018,348.758,354.497,,,,,,,,,,
OFM 2022,Population,Total Population,Region,Ages 65-69,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.866,216.9075,221.949,228.856,235.763,242.67,244.466,246.262,248.059,249.855,251.651,250.216,248.781,247.345,245.91,244.475,244.999,245.523,246.047,246.571,247.095,250.66,254.225,257.79,261.355,264.92,274.904,284.887,294.871,304.854,314.838,,,,,,,,,,
OFM 2022,Population,Total Population,Region,Ages 70-74,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.025,169.9155,175.806,182.635,189.464,196.293,202.601,208.909,215.218,221.526,227.834,229.642,231.45,233.257,235.065,236.873,235.66,234.447,233.235,232.022,230.809,231.408,232.007,232.607,233.206,233.805,237.333,240.861,244.39,247.918,251.446,,,,,,,,,,
OFM 2022,Population,Total Population,Region,Ages 75-79,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.975,112.45,119.925,128.317,136.709,145.101,151.588,158.075,164.562,171.049,177.536,183.523,189.509,195.496,201.482,207.469,209.252,211.035,212.819,214.602,216.385,215.461,214.536,213.612,212.687,211.763,212.456,213.149,213.843,214.536,215.229,,,,,,,,,,
OFM 2022,Population,Total Population,Region,Ages 80-84,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.288,66.336,69.384,74.712,80.039,85.367,92.763,100.158,107.554,114.949,122.345,128.12,133.895,139.669,145.444,151.219,156.689,162.16,167.63,173.101,178.571,180.258,181.945,183.632,185.319,187.006,186.476,185.945,185.415,184.884,184.354,,,,,,,,,,
OFM 2022,Population,Total Population,Region,Ages 85+,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.629,66.38,66.131,68.129,70.126,72.124,77.428,82.732,88.037,93.341,98.645,107.245,115.844,124.444,133.043,141.643,151.356,161.069,170.782,180.495,190.208,200.781,211.354,221.926,232.499,243.072,251.695,260.317,268.94,277.562,286.185,,,,,,,,,,
OFM 2022,Population,Total Population,Region,All Ages (0-100),All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4293.636,4338.468,4383.3,4426.405,4469.511,4512.616,4557.242,4601.869,4646.495,4691.122,4735.748,4778.257,4820.766,4863.275,4905.784,4948.293,4989.006,5029.719,5070.432,5111.145,5151.858,5191.173,5230.488,5269.803,5309.118,5348.433,5386.593,5424.753,5462.914,5501.074,5539.234,,,,,,,,,,
OFM 2022,Population,Total Population,Region,Ages 0-4,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.75,126.6915,125.633,123.63,121.628,119.625,120.195,120.765,121.336,121.906,122.476,122.98,123.485,123.989,124.494,124.998,126.353,127.708,129.062,130.417,131.772,133.285,134.799,136.312,137.826,139.339,140.174,141.009,141.845,142.68,143.515,,,,,,,,,,
OFM 2022,Population,Total Population,Region,Ages 5-9,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.019,132.689,133.359,133.542,133.726,133.909,132.097,130.285,128.472,126.66,124.848,125.491,126.134,126.777,127.42,128.063,128.606,129.148,129.691,130.233,130.776,132.187,133.599,135.01,136.422,137.833,139.41,140.988,142.565,144.143,145.72,,,,,,,,,,
OFM 2022,Population,Total Population,Region,Ages 10-14,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.956,134.089,135.222,135.512,135.803,136.093,136.393,136.694,136.994,137.295,137.595,135.779,133.963,132.147,130.331,128.515,129.179,129.843,130.508,131.172,131.836,132.387,132.937,133.488,134.038,134.589,136.036,137.483,138.93,140.377,141.824,,,,,,,,,,
OFM 2022,Population,Total Population,Region,Ages 15-19,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.989,124.9115,127.834,130.912,133.989,137.067,137.685,138.303,138.92,139.538,140.156,140.476,140.797,141.117,141.438,141.758,139.934,138.109,136.285,134.46,132.636,133.358,134.08,134.801,135.523,136.245,136.856,137.467,138.077,138.688,139.299,,,,,,,,,,
OFM 2022,Population,Total Population,Region,Ages 20-24,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.43,135.66,133.89,135.141,136.393,137.644,141.033,144.422,147.81,151.199,154.588,155.309,156.03,156.751,157.472,158.193,158.434,158.675,158.917,159.158,159.399,157.357,155.314,153.272,151.229,149.187,150.143,151.099,152.056,153.012,153.968,,,,,,,,,,
OFM 2022,Population,Total Population,Region,Ages 25-29,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.162,177.8825,176.603,169.44,162.277,155.114,155.395,155.677,155.958,156.24,156.521,160.396,164.272,168.147,172.023,175.898,176.678,177.458,178.238,179.018,179.798,180.057,180.316,180.574,180.833,181.092,178.776,176.46,174.144,171.828,169.512,,,,,,,,,,
OFM 2022,Population,Total Population,Region,Ages 30-34,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.309,188.232,191.155,190.727,190.298,189.87,184.579,179.288,173.996,168.705,163.414,163.815,164.216,164.617,165.018,165.419,169.54,173.661,177.782,181.903,186.024,186.859,187.694,188.53,189.365,190.2,190.526,190.851,191.177,191.502,191.828,,,,,,,,,,
OFM 2022,Population,Total Population,Region,Ages 35-39,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.803,178.4545,182.106,184.934,187.762,190.59,191.364,192.138,192.911,193.685,194.459,189.101,183.743,178.384,173.026,167.668,168.079,168.491,168.902,169.314,169.725,173.972,178.218,182.465,186.711,190.958,191.841,192.725,193.608,194.492,195.375,,,,,,,,,,
OFM 2022,Population,Total Population,Region,Ages 40-44,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.849,153.9695,159.09,164.99,170.891,176.791,179.937,183.083,186.228,189.374,192.52,193.322,194.123,194.925,195.726,196.528,191.13,185.732,180.334,174.936,169.538,169.95,170.362,170.773,171.185,171.597,175.923,180.25,184.576,188.903,193.229,,,,,,,,,,
OFM 2022,Population,Total Population,Region,Ages 45-49,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.455,140.218,140.981,143.616,146.251,148.886,154.516,160.146,165.777,171.407,177.037,180.231,183.425,186.619,189.813,193.007,193.796,194.585,195.375,196.164,196.953,191.562,186.171,180.781,175.39,169.999,170.424,170.849,171.273,171.698,172.123,,,,,,,,,,
OFM 2022,Population,Total Population,Region,Ages 50-54,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.778,137.05,136.322,136.848,137.373,137.899,139.852,141.805,143.758,145.711,147.664,153.308,158.952,164.595,170.239,175.883,179.072,182.261,185.451,188.64,191.829,192.609,193.39,194.17,194.951,195.731,190.402,185.073,179.745,174.416,169.087,,,,,,,,,,
OFM 2022,Population,Total Population,Region,Ages 55-59,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.236,137.0515,135.867,135.04,134.212,133.385,133.574,133.764,133.953,134.143,134.332,136.306,138.28,140.255,142.229,144.203,149.775,155.347,160.918,166.49,172.062,175.225,178.389,181.552,184.716,187.879,188.64,189.401,190.161,190.922,191.683,,,,,,,,,,
OFM 2022,Population,Total Population,Region,Ages 60-64,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.319,127.5935,128.868,129.52,130.172,130.824,130.143,129.462,128.781,128.1,127.419,127.667,127.915,128.163,128.411,128.659,130.626,132.593,134.561,136.528,138.495,143.943,149.391,154.838,160.286,165.734,168.841,171.948,175.055,178.162,181.269,,,,,,,,,,
OFM 2022,Population,Total Population,Region,Ages 65-69,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.94,103.6835,106.427,110.253,114.079,117.905,119.074,120.243,121.412,122.581,123.75,123.187,122.623,122.06,121.496,120.933,121.226,121.52,121.813,122.107,122.4,124.359,126.317,128.276,130.234,132.193,137.507,142.822,148.136,153.451,158.765,,,,,,,,,,
OFM 2022,Population,Total Population,Region,Ages 70-74,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.316,78.903,81.49,84.931,88.373,91.814,95.324,98.834,102.345,105.855,109.365,110.538,111.71,112.883,114.055,115.228,114.781,114.333,113.886,113.438,112.991,113.341,113.691,114.042,114.392,114.742,116.684,118.626,120.567,122.509,124.451,,,,,,,,,,
OFM 2022,Population,Total Population,Region,Ages 75-79,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.633,51.0265,54.42,58.211,62.001,65.792,68.982,72.172,75.363,78.553,81.743,85.047,88.351,91.654,94.958,98.262,99.406,100.549,101.693,102.836,103.98,103.678,103.377,103.075,102.774,102.472,102.9,103.328,103.757,104.185,104.613,,,,,,,,,,
OFM 2022,Population,Total Population,Region,Ages 80-84,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.006,28.4695,29.933,32.389,34.844,37.3,40.667,44.034,47.4,50.767,54.134,56.959,59.784,62.609,65.434,68.259,71.247,74.235,77.223,80.211,83.199,84.263,85.327,86.39,87.454,88.518,88.406,88.295,88.183,88.072,87.96,,,,,,,,,,
OFM 2022,Population,Total Population,Region,Ages 85+,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.711,23.695,23.679,24.75,25.822,26.893,29.396,31.899,34.403,36.906,39.409,43.329,47.249,51.17,55.09,59.01,63.591,68.172,72.752,77.333,81.914,87.242,92.569,97.897,103.224,108.552,113.11,117.669,122.227,126.786,131.344,,,,,,,,,,
OFM 2022,Population,Total Population,Region,All Ages (0-100),All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2157.66,2180.2705,2202.881,2224.388,2245.894,2267.401,2290.207,2313.013,2335.818,2358.624,2381.43,2403.241,2425.052,2446.862,2468.673,2490.484,2511.453,2532.421,2553.39,2574.358,2595.327,2615.634,2635.94,2656.247,2676.553,2696.86,2716.601,2736.342,2756.083,2775.824,2795.565,,,,,,,,,,
OFM 2022,Population,Total Population,Region,Ages 0-4,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.79,120.7685,119.747,117.915,116.083,114.251,114.767,115.282,115.798,116.313,116.829,117.29,117.751,118.213,118.674,119.135,120.416,121.697,122.979,124.26,125.541,126.978,128.414,129.851,131.287,132.724,133.52,134.317,135.113,135.91,136.706,,,,,,,,,,
OFM 2022,Population,Total Population,Region,Ages 5-9,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.569,127.1635,127.758,127.748,127.737,127.727,126.022,124.318,122.613,120.909,119.204,119.782,120.359,120.937,121.514,122.092,122.596,123.1,123.605,124.109,124.613,125.957,127.301,128.646,129.99,131.334,132.833,134.332,135.83,137.329,138.828,,,,,,,,,,
OFM 2022,Population,Total Population,Region,Ages 10-14,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.772,127.828,128.884,129.395,129.906,130.417,130.549,130.681,130.813,130.945,131.077,129.376,127.675,125.975,124.274,122.573,123.169,123.766,124.362,124.959,125.555,126.073,126.592,127.11,127.629,128.147,129.534,130.921,132.308,133.695,135.082,,,,,,,,,,
OFM 2022,Population,Total Population,Region,Ages 15-19,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.933,119.8935,122.854,126.152,129.449,132.747,133.444,134.141,134.838,135.535,136.232,136.381,136.531,136.68,136.83,136.979,135.265,133.55,131.836,130.121,128.407,129.1,129.793,130.487,131.18,131.873,132.473,133.074,133.674,134.275,134.875,,,,,,,,,,
OFM 2022,Population,Total Population,Region,Ages 20-24,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.892,125.0305,124.169,125.867,127.565,129.263,132.822,136.38,139.939,143.497,147.056,147.898,148.74,149.583,150.425,151.267,151.38,151.493,151.605,151.718,151.831,149.866,147.9,145.935,143.969,142.004,142.872,143.74,144.607,145.475,146.343,,,,,,,,,,
OFM 2022,Population,Total Population,Region,Ages 25-29,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.054,166.6445,165.235,158.259,151.283,144.307,145.207,146.106,147.006,147.905,148.805,152.895,156.985,161.074,165.164,169.254,170.19,171.127,172.063,173,173.936,174.046,174.156,174.266,174.376,174.486,172.262,170.038,167.814,165.59,163.366,,,,,,,,,,
OFM 2022,Population,Total Population,Region,Ages 30-34,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.987,175.814,178.641,179.018,179.396,179.773,174.484,169.195,163.905,158.616,153.327,154.387,155.447,156.506,157.566,158.626,162.971,167.316,171.662,176.007,180.352,181.355,182.358,183.361,184.364,185.367,185.523,185.679,185.836,185.992,186.148,,,,,,,,,,
OFM 2022,Population,Total Population,Region,Ages 35-39,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.611,167.5945,170.578,172.996,175.415,177.833,179.044,180.254,181.465,182.675,183.886,178.506,173.126,167.745,162.365,156.985,158.08,159.175,160.269,161.364,162.459,166.943,171.428,175.912,180.397,184.881,185.94,187,188.059,189.119,190.178,,,,,,,,,,
OFM 2022,Population,Total Population,Region,Ages 40-44,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.645,147.167,151.689,156.706,161.722,166.739,169.348,171.957,174.565,177.174,179.783,181.006,182.229,183.453,184.676,185.899,180.473,175.046,169.62,164.193,158.767,159.885,161.002,162.12,163.237,164.355,168.916,173.476,178.037,182.597,187.158,,,,,,,,,,
OFM 2022,Population,Total Population,Region,Ages 45-49,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.005,135.7505,136.496,138.677,140.857,143.038,147.858,152.677,157.497,162.316,167.136,169.774,172.413,175.051,177.69,180.328,181.554,182.781,184.007,185.234,186.46,181.02,175.58,170.14,164.7,159.26,160.397,161.535,162.672,163.81,164.947,,,,,,,,,,
OFM 2022,Population,Total Population,Region,Ages 50-54,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.625,132.9335,132.242,132.912,133.582,134.252,135.854,137.456,139.059,140.661,142.263,147.093,151.923,156.752,161.582,166.412,169.076,171.74,174.404,177.068,179.732,180.957,182.181,183.406,184.63,185.855,180.431,175.007,169.582,164.158,158.734,,,,,,,,,,
OFM 2022,Population,Total Population,Region,Ages 55-59,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.405,135.007,133.609,132.715,131.821,130.927,131.106,131.286,131.465,131.645,131.824,133.437,135.05,136.664,138.277,139.89,144.692,149.494,154.296,159.098,163.9,166.546,169.193,171.839,174.486,177.132,178.337,179.542,180.747,181.952,183.157,,,,,,,,,,
OFM 2022,Population,Total Population,Region,Ages 60-64,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.509,130.39,131.271,131.544,131.817,132.09,131.129,130.168,129.208,128.247,127.286,127.505,127.724,127.944,128.163,128.382,129.984,131.587,133.189,134.792,136.394,141.128,145.863,150.597,155.332,160.066,162.698,165.331,167.963,170.596,173.228,,,,,,,,,,
OFM 2022,Population,Total Population,Region,Ages 65-69,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.926,113.2235,115.521,118.602,121.684,124.765,125.392,126.019,126.647,127.274,127.901,127.029,126.157,125.286,124.414,123.542,123.773,124.003,124.234,124.464,124.695,126.301,127.908,129.514,131.121,132.727,137.396,142.065,146.735,151.404,156.073,,,,,,,,,,
OFM 2022,Population,Total Population,Region,Ages 70-74,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.709,91.0125,94.316,97.704,101.091,104.479,107.277,110.075,112.873,115.671,118.469,119.104,119.739,120.375,121.01,121.645,120.88,120.114,119.349,118.583,117.818,118.067,118.316,118.565,118.814,119.063,120.649,122.236,123.822,125.409,126.995,,,,,,,,,,
OFM 2022,Population,Total Population,Region,Ages 75-79,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.343,61.424,65.505,70.106,74.708,79.309,82.606,85.903,89.199,92.496,95.793,98.476,101.159,103.841,106.524,109.207,109.847,110.486,111.126,111.765,112.405,111.782,111.159,110.537,109.914,109.291,109.556,109.821,110.086,110.351,110.616,,,,,,,,,,
OFM 2022,Population,Total Population,Region,Ages 80-84,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.282,37.867,39.452,42.324,45.195,48.067,52.096,56.125,60.153,64.182,68.211,71.161,74.111,77.06,80.01,82.96,85.442,87.925,90.407,92.89,95.372,95.995,96.618,97.242,97.865,98.488,98.069,97.65,97.232,96.813,96.394,,,,,,,,,,
OFM 2022,Population,Total Population,Region,Ages 85+,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.918,42.685,42.452,43.378,44.305,45.231,48.032,50.833,53.634,56.435,59.236,63.915,68.595,73.274,77.954,82.633,87.765,92.897,98.03,103.162,108.294,113.539,118.784,124.03,129.275,134.52,138.584,142.648,146.713,150.777,154.841,,,,,,,,,,
OFM 2022,Population,Total Population,Region,All Ages (0-100),All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2135.976,2158.1975,2180.419,2202.018,2223.616,2245.215,2267.036,2288.856,2310.677,2332.497,2354.318,2375.016,2395.714,2416.413,2437.111,2457.809,2477.553,2497.298,2517.042,2536.787,2556.531,2575.539,2594.548,2613.556,2632.565,2651.573,2669.992,2688.411,2706.831,2725.25,2743.669,,,,,,,,,,
OFM 2022,Population,Total Migrants,King County,All Ages,All Races,Total,Thousands,23.828,7.456,-10.357,7.939,13.63,9.691,14.4,18.179,23.517,31.955,30.203,8.492,8.088,7.875,4.995,4.693,9.131,16.567,15.253,14.718,7.632,11.74,0.053,1.825,2.7,18.657,12.904,6.936,4.619,8.468,1.961,-1.604,14.135,24.793,28.376,44.038,18.694,25.411,29.249,31.376,8.744,22.429,23.028,10.8945,10.8945,14.3324,14.3324,14.3324,14.3324,14.3324,15.377,15.377,15.377,15.377,15.377,15.3606,15.3606,15.3606,15.3606,15.3606,15.0572,15.0572,15.0572,15.0572,15.0572,15.3476,15.3476,15.3476,15.3476,15.3476,,,,,,,,,,,
